tracking_id,timestamp,state,city,area,category,severity_reported,description,image_ref,status,admin_remarks,ai_category,ai_severity,ai_priority_score,ai_confidence,ai_reasoning,cluster_flag
X3C4V5B6,2026-01-08 21:55:15,Telangana,Warangal,Hanamkonda,Safety,Low,Suspicious activity reported,None,Open,,Safety,Critical,10,0.87,Classified as 'Safety'. Severity 'Low' based on keywords. [⚠ AI BURST: 5 reports in Warangal] [⚠ AI BURST: 5 reports in Warangal],True
N7M8Q9W2,2025-12-22 12:20:40,Tripura,Agartala,Math Chowmuhani,Internet,Medium,Slow internet speed,None,In Progress,,Internet,Critical,10,0.89,Classified as 'Internet'. Severity 'Medium' based on keywords. [⚠ AI BURST: 8 reports in Agartala] [⚠ AI BURST: 8 reports in Agartala],True
E4R5T6Y7,2026-02-05 02:45:05,Uttar Pradesh,Noida,Sector 18,Electricity,High,Transformer sparking,None,Rejected,,Electricity,High,8,0.92,Classified as 'Electricity'. Severity 'High' based on keywords.,False
U8I9O0P1,2025-11-28 17:10:30,Uttarakhand,Nainital,Mallital,Road,Low,Street light pole damaged,None,Resolved,,Road,Low,2,0.86,Classified as 'Road'. Severity 'Low' based on keywords.,False
A1S2D3F4,2026-01-11 07:35:55,West Bengal,Howrah,Salkia,Sanitation,High,Foul smell in area,None,Open,,Sanitation,Critical,10,0.94,Classified as 'Sanitation'. Severity 'High' based on keywords. [⚠ AI BURST: 6 reports in Howrah] [⚠ AI BURST: 6 reports in Howrah],True
G5H6J7K8,2025-12-25 20:00:20,Delhi,South Delhi,Vasant Kunj,Water,Medium,Low pressure in taps,None,In Progress,,Water,Critical,10,0.88,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 5 reports in South Delhi] [⚠ AI BURST: 5 reports in South Delhi],True
L9Z8X7C6,2026-02-09 10:25:45,Puducherry,Puducherry,Muthialpet,Other,Critical,Graffiti on walls,None,Rejected,,Other,Critical,10,0.81,Classified as 'Other'. Severity 'Critical' based on keywords.,False
V5B4N3M2,2025-11-21 00:50:10,Ladakh,Leh,Sankar,Traffic,Low,Traffic signal broken,None,Resolved,,Traffic,Low,2,0.88,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
Q1W2E3R4,2026-01-04 15:15:35,Andhra Pradesh,Guntur,Lakshmipuram,Safety,Medium,Dark alley unsafe at night,None,Open,,Safety,Medium,5,0.89,Classified as 'Safety'. Severity 'Medium' based on keywords.,False
T5Y6U7I8,2025-12-18 03:40:00,Arunachal Pradesh,Itanagar,Naharlagun,Internet,High,Fiber cable cut,None,In Progress,,Internet,Critical,10,0.93,Classified as 'Internet'. Severity 'High' based on keywords. [⚠ AI BURST: 6 reports in Itanagar] [⚠ AI BURST: 6 reports in Itanagar],True
O9P0A1S2,2026-02-01 17:05:25,Assam,Jorhat,Atilagaon,Electricity,Low,Voltage fluctuation,None,Rejected,,Electricity,Low,2,0.85,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
D3F4G5H6,2025-11-24 07:30:50,Bihar,Patna,Rajendra Nagar,Road,Medium,Huge pothole on main street,None,Resolved,,Road,Medium,5,0.88,Classified as 'Road'. Severity 'Medium' based on keywords.,False
J7K8L9Z0,2026-01-08 21:55:15,Chhattisgarh,Bilaspur,Vyapar Vihar,Sanitation,Critical,Garbage not collected,None,Open,,Sanitation,Critical,10,0.96,Classified as 'Sanitation'. Severity 'Critical' based on keywords. [⚠ AI BURST: 3 reports in Bilaspur] [⚠ AI BURST: 3 reports in Bilaspur],True
X1C2V3B4,2025-12-22 12:20:40,Goa,Vasco da Gama,Baina,Water,Low,No water for 2 days,None,In Progress,,Water,Critical,10,0.87,Classified as 'Water'. Severity 'Low' based on keywords. [⚠ AI BURST: 9 reports in Vasco da Gama] [⚠ AI BURST: 9 reports in Vasco da Gama],True
N5M6Q7W8,2026-02-05 02:45:05,Gujarat,Ahmedabad,Satellite,Other,Medium,Tree fallen on road,None,Rejected,,Other,Medium,5,0.85,Classified as 'Other'. Severity 'Medium' based on keywords.,False
E9R0T1Y2,2025-11-28 17:10:30,Haryana,Faridabad,Sector 16,Traffic,High,Accident prone junction,None,Resolved,,Traffic,High,8,0.9,Classified as 'Traffic'. Severity 'High' based on keywords.,False
U3I4O5P6,2026-01-11 07:35:55,Himachal Pradesh,Shimla,Summer Hill,Safety,Low,Stray dogs attacking,None,Open,,Safety,Critical,10,0.86,Classified as 'Safety'. Severity 'Low' based on keywords. [⚠ AI BURST: 8 reports in Shimla] [⚠ AI BURST: 8 reports in Shimla],True
A7S8D9F0,2025-12-25 20:00:20,Jammu and Kashmir,Srinagar,Jawahar Nagar,Internet,Medium,Connectivity lost,None,In Progress,,Internet,Critical,10,0.89,Classified as 'Internet'. Severity 'Medium' based on keywords. [⚠ AI BURST: 9 reports in Srinagar] [⚠ AI BURST: 9 reports in Srinagar],True
G1H2J3K4,2026-02-09 10:25:45,Jharkhand,Jamshedpur,Bistupur,Electricity,Critical,Frequent power cuts,None,Rejected,,Electricity,Critical,10,0.94,Classified as 'Electricity'. Severity 'Critical' based on keywords.,False
L5Z6X7C8,2025-11-21 00:50:10,Karnataka,Mysuru,Saraswathipuram,Road,Low,Manhole cover missing,None,Resolved,,Road,Low,2,0.85,Classified as 'Road'. Severity 'Low' based on keywords.,False
V9B0N1M2,2026-01-04 15:15:35,Kerala,Kozhikode,Mananchira,Sanitation,High,Sewage blockage,None,Open,,Sanitation,Critical,10,0.93,Classified as 'Sanitation'. Severity 'High' based on keywords. [⚠ AI BURST: 3 reports in Kozhikode] [⚠ AI BURST: 3 reports in Kozhikode],True
Q3W4E5R6,2025-12-18 03:40:00,Madhya Pradesh,Indore,Vijay Nagar,Water,Medium,Leakage in main pipe,None,In Progress,,Water,Critical,10,0.88,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 4 reports in Indore] [⚠ AI BURST: 4 reports in Indore],True
T7Y8U9I0,2026-02-01 17:05:25,Maharashtra,Pune,Kothrud,Other,Low,Illegal construction,None,Rejected,,Other,Low,2,0.83,Classified as 'Other'. Severity 'Low' based on keywords.,False
O1P2A3S4,2025-11-24 07:30:50,Manipur,Imphal,Lamphelpat,Traffic,Medium,Need speed breaker,None,Resolved,,Traffic,Medium,5,0.87,Classified as 'Traffic'. Severity 'Medium' based on keywords.,False
D5F6G7H8,2026-01-08 21:55:15,Meghalaya,Shillong,Nongthymmai,Safety,Critical,CCTV not working,None,Open,,Safety,Critical,10,0.91,Classified as 'Safety'. Severity 'Critical' based on keywords. [⚠ AI BURST: 8 reports in Shillong] [⚠ AI BURST: 8 reports in Shillong],True
J9K0L1Z2,2025-12-22 12:20:40,Mizoram,Aizawl,Tuikual,Internet,Low,Router issue in park,None,In Progress,,Internet,Critical,10,0.84,Classified as 'Internet'. Severity 'Low' based on keywords. [⚠ AI BURST: 12 reports in Aizawl] [⚠ AI BURST: 12 reports in Aizawl],True
X3C4V5B6,2026-02-05 02:45:05,Nagaland,Kohima,Midland,Electricity,High,Street lights not working,None,Rejected,,Electricity,High,8,0.9,Classified as 'Electricity'. Severity 'High' based on keywords.,False
N7M8Q9W2,2025-11-28 17:10:30,Odisha,Bhubaneswar,Nayapalli,Road,Medium,Road caved in due to rain,None,Resolved,,Road,Medium,5,0.89,Classified as 'Road'. Severity 'Medium' based on keywords.,False
E4R5T6Y7,2026-01-11 07:35:55,Punjab,Chandigarh,Sector 35,Sanitation,Low,Overflowing dustbins,None,Open,,Sanitation,Low,2,0.91,Classified as 'Sanitation'. Severity 'Low' based on keywords.,False
U8I9O0P1,2025-12-25 20:00:20,Rajasthan,Jaipur,C Scheme,Water,Critical,Pipeline burst flooding street,None,In Progress,,Water,Critical,10,0.95,Classified as 'Water'. Severity 'Critical' based on keywords. [⚠ AI BURST: 6 reports in Jaipur] [⚠ AI BURST: 6 reports in Jaipur],True
A1S2D3F4,2026-02-09 10:25:45,Sikkim,Namchi,Kopchey,Other,Medium,Noise pollution,None,Rejected,,Other,Medium,5,0.84,Classified as 'Other'. Severity 'Medium' based on keywords.,False
G5H6J7K8,2025-11-21 00:50:10,Tamil Nadu,Coimbatore,Peelamedu,Traffic,Low,Illegal parking blocking way,None,Resolved,,Traffic,Low,2,0.88,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
L9Z8X7C6,2026-01-04 15:15:35,Telangana,Hyderabad,Secunderabad,Safety,High,Suspicious activity reported,None,Open,,Safety,Critical,10,0.92,Classified as 'Safety'. Severity 'High' based on keywords. [⚠ AI BURST: 8 reports in Hyderabad] [⚠ AI BURST: 8 reports in Hyderabad],True
V5B4N3M2,2025-12-18 03:40:00,Tripura,Agartala,Post Office Chowmuhani,Internet,Medium,Public Wi-Fi down,None,In Progress,,Internet,Critical,10,0.89,Classified as 'Internet'. Severity 'Medium' based on keywords. [⚠ AI BURST: 8 reports in Agartala] [⚠ AI BURST: 8 reports in Agartala],True
Q1W2E3R4,2026-02-01 17:05:25,Uttar Pradesh,Varanasi,Lanka,Electricity,Low,Live wire hanging low,None,Rejected,,Electricity,Low,2,0.86,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
T5Y6U7I8,2025-11-24 07:30:50,Uttarakhand,Dehradun,Ballupur,Road,High,Road surface uneven,None,Resolved,,Road,High,8,0.93,Classified as 'Road'. Severity 'High' based on keywords.,False
O9P0A1S2,2026-01-08 21:55:15,West Bengal,Durgapur,Benachity,Sanitation,Medium,Dead animal on road,None,Open,,Sanitation,Medium,5,0.92,Classified as 'Sanitation'. Severity 'Medium' based on keywords.,False
D3F4G5H6,2025-12-22 12:20:40,Delhi,North Delhi,Civil Lines,Water,Low,Dirty water supply,None,In Progress,,Water,Critical,10,0.85,Classified as 'Water'. Severity 'Low' based on keywords. [⚠ AI BURST: 5 reports in North Delhi] [⚠ AI BURST: 5 reports in North Delhi],True
J7K8L9Z0,2026-02-05 02:45:05,Puducherry,Karaikal,Church Street,Other,Critical,Graffiti on walls,None,Rejected,,Other,Critical,10,0.81,Classified as 'Other'. Severity 'Critical' based on keywords.,False
X1C2V3B4,2025-11-28 17:10:30,Ladakh,Leh,Housing Colony,Traffic,Medium,Traffic signal broken,None,Resolved,,Traffic,Medium,5,0.88,Classified as 'Traffic'. Severity 'Medium' based on keywords.,False
N5M6Q7W8,2026-01-11 07:35:55,Andhra Pradesh,Vijayawada,Moghalrajpuram,Safety,Low,Chain snatching incident,None,Open,,Safety,Critical,10,0.87,Classified as 'Safety'. Severity 'Low' based on keywords. [⚠ AI BURST: 4 reports in Vijayawada] [⚠ AI BURST: 4 reports in Vijayawada],True
E9R0T1Y2,2025-12-25 20:00:20,Arunachal Pradesh,Tawang,New Market,Internet,High,Slow internet speed,None,In Progress,,Internet,Critical,10,0.93,Classified as 'Internet'. Severity 'High' based on keywords. [⚠ AI BURST: 4 reports in Tawang] [⚠ AI BURST: 4 reports in Tawang],True
U3I4O5P6,2026-02-09 10:25:45,Assam,Silchar,Hailakandi Road,Electricity,Medium,Voltage fluctuation,None,Rejected,,Electricity,Medium,5,0.88,Classified as 'Electricity'. Severity 'Medium' based on keywords.,False
A7S8D9F0,2025-11-21 00:50:10,Bihar,Muzaffarpur,Mithanpura,Road,Low,Street light pole damaged,None,Resolved,,Road,Low,2,0.85,Classified as 'Road'. Severity 'Low' based on keywords.,False
G1H2J3K4,2026-01-04 15:15:35,Chhattisgarh,Bilaspur,Link Road,Sanitation,Critical,Foul smell in area,None,Open,,Sanitation,Critical,10,0.95,Classified as 'Sanitation'. Severity 'Critical' based on keywords. [⚠ AI BURST: 3 reports in Bilaspur] [⚠ AI BURST: 3 reports in Bilaspur],True
L5Z6X7C8,2025-12-18 03:40:00,Goa,Vasco da Gama,Vaddem,Water,Medium,Low pressure in taps,None,In Progress,,Water,Critical,10,0.89,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 9 reports in Vasco da Gama] [⚠ AI BURST: 9 reports in Vasco da Gama],True
V9B0N1M2,2026-02-01 17:05:25,Gujarat,Gandhinagar,Sector 7,Other,Low,Public park maintenance needed,None,Rejected,,Other,Low,2,0.84,Classified as 'Other'. Severity 'Low' based on keywords.,False
Q3W4E5R6,2025-11-24 07:30:50,Haryana,Ambala,Model Town,Traffic,High,Wrong side driving,None,Resolved,,Traffic,High,8,0.91,Classified as 'Traffic'. Severity 'High' based on keywords.,False
T7Y8U9I0,2026-01-08 21:55:15,Himachal Pradesh,Shimla,New Shimla,Safety,Medium,Dark alley unsafe at night,None,Open,,Safety,Critical,10,0.9,Classified as 'Safety'. Severity 'Medium' based on keywords. [⚠ AI BURST: 8 reports in Shimla] [⚠ AI BURST: 8 reports in Shimla],True
O1P2A3S4,2025-12-22 12:20:40,Jammu and Kashmir,Srinagar,Hyderpora,Internet,Low,Connectivity lost,None,In Progress,,Internet,Critical,10,0.86,Classified as 'Internet'. Severity 'Low' based on keywords. [⚠ AI BURST: 9 reports in Srinagar] [⚠ AI BURST: 9 reports in Srinagar],True
D5F6G7H8,2026-02-05 02:45:05,Jharkhand,Ranchi,Lalpur,Electricity,High,Transformer sparking,None,Rejected,,Electricity,High,8,0.93,Classified as 'Electricity'. Severity 'High' based on keywords.,False
J9K0L1Z2,2025-11-28 17:10:30,Karnataka,Hubballi,Vidya Nagar,Road,Medium,Huge pothole on main street,None,Resolved,,Road,Medium,5,0.88,Classified as 'Road'. Severity 'Medium' based on keywords.,False
X3C4V5B6,2026-01-11 07:35:55,Kerala,Kochi,Fort Kochi,Sanitation,Low,Garbage not collected,None,Open,,Sanitation,Critical,10,0.92,Classified as 'Sanitation'. Severity 'Low' based on keywords. [⚠ AI BURST: 8 reports in Kochi] [⚠ AI BURST: 8 reports in Kochi],True
N7M8Q9W2,2025-12-25 20:00:20,Madhya Pradesh,Bhopal,Kohefiza,Water,Critical,No water for 2 days,None,In Progress,,Water,Critical,10,0.96,Classified as 'Water'. Severity 'Critical' based on keywords. [⚠ AI BURST: 5 reports in Bhopal] [⚠ AI BURST: 5 reports in Bhopal],True
E4R5T6Y7,2026-02-09 10:25:45,Maharashtra,Thane,Naupada,Other,Medium,Illegal construction,None,Rejected,,Other,Medium,5,0.85,Classified as 'Other'. Severity 'Medium' based on keywords.,False
U8I9O0P1,2025-11-21 00:50:10,Manipur,Imphal,Keishampat,Traffic,Low,Accident prone junction,None,Resolved,,Traffic,Low,2,0.87,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
A1S2D3F4,2026-01-04 15:15:35,Meghalaya,Tura,Araimile,Safety,Critical,Stray dogs attacking,None,Open,,Safety,Critical,10,0.93,Classified as 'Safety'. Severity 'Critical' based on keywords. [⚠ AI BURST: 7 reports in Tura] [⚠ AI BURST: 7 reports in Tura],True
G5H6J7K8,2025-12-18 03:40:00,Mizoram,Lunglei,Rahsi Veng,Internet,Medium,Fiber cable cut,None,In Progress,,Internet,Critical,10,0.9,Classified as 'Internet'. Severity 'Medium' based on keywords. [⚠ AI BURST: 3 reports in Lunglei] [⚠ AI BURST: 3 reports in Lunglei],True
L9Z8X7C6,2026-02-01 17:05:25,Nagaland,Dimapur,Notun Basti,Electricity,Low,Street lights not working,None,Rejected,,Electricity,Low,2,0.89,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
V5B4N3M2,2025-11-24 07:30:50,Odisha,Cuttack,Buxi Bazar,Road,High,Manhole cover missing,None,Resolved,,Road,High,8,0.94,Classified as 'Road'. Severity 'High' based on keywords.,False
Q1W2E3R4,2026-01-08 21:55:15,Punjab,Amritsar,Ranjit Avenue,Sanitation,Medium,Dead animal on road,None,Open,,Sanitation,Critical,10,0.92,Classified as 'Sanitation'. Severity 'Medium' based on keywords. [⚠ AI BURST: 6 reports in Amritsar] [⚠ AI BURST: 6 reports in Amritsar],True
T5Y6U7I8,2025-12-22 12:20:40,Rajasthan,Jaipur,Malviya Nagar,Water,Low,Leakage in main pipe,None,In Progress,,Water,Critical,10,0.85,Classified as 'Water'. Severity 'Low' based on keywords. [⚠ AI BURST: 6 reports in Jaipur] [⚠ AI BURST: 6 reports in Jaipur],True
O9P0A1S2,2026-02-05 02:45:05,Sikkim,Gangtok,Development Area,Other,High,Graffiti on walls,None,Rejected,,Other,High,8,0.82,Classified as 'Other'. Severity 'High' based on keywords.,False
D3F4G5H6,2025-11-28 17:10:30,Tamil Nadu,Chennai,Mylapore,Traffic,Medium,Illegal parking blocking way,None,Resolved,,Traffic,Medium,5,0.89,Classified as 'Traffic'. Severity 'Medium' based on keywords.,False
J7K8L9Z0,2026-01-11 07:35:55,Telangana,Warangal,Kazipet,Safety,Low,Suspicious activity reported,None,Open,,Safety,Critical,10,0.88,Classified as 'Safety'. Severity 'Low' based on keywords. [⚠ AI BURST: 5 reports in Warangal] [⚠ AI BURST: 5 reports in Warangal],True
X1C2V3B4,2025-12-25 20:00:20,Tripura,Udaipur,Jamjuri,Internet,Critical,Router issue in park,None,In Progress,,Internet,Critical,10,0.95,Classified as 'Internet'. Severity 'Critical' based on keywords. [⚠ AI BURST: 6 reports in Udaipur] [⚠ AI BURST: 6 reports in Udaipur],True
N5M6Q7W8,2026-02-09 10:25:45,Uttar Pradesh,Ghaziabad,Kavi Nagar,Electricity,Medium,Frequent power cuts,None,Rejected,,Electricity,Medium,5,0.91,Classified as 'Electricity'. Severity 'Medium' based on keywords.,False
E9R0T1Y2,2025-11-21 00:50:10,Uttarakhand,Haridwar,Jwalapur,Road,Low,Road surface uneven,None,Resolved,,Road,Low,2,0.87,Classified as 'Road'. Severity 'Low' based on keywords.,False
U3I4O5P6,2026-01-04 15:15:35,West Bengal,Howrah,Shibpur,Sanitation,High,Foul smell in area,None,Open,,Sanitation,Critical,10,0.94,Classified as 'Sanitation'. Severity 'High' based on keywords. [⚠ AI BURST: 6 reports in Howrah] [⚠ AI BURST: 6 reports in Howrah],True
A7S8D9F0,2025-12-18 03:40:00,Delhi,East Delhi,Mayur Vihar,Water,Medium,Dirty water supply,None,In Progress,,Water,Critical,10,0.89,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 3 reports in East Delhi] [⚠ AI BURST: 3 reports in East Delhi],True
G1H2J3K4,2026-02-01 17:05:25,Puducherry,Puducherry,Orleanpet,Other,Low,Tree fallen on road,None,Rejected,,Other,Low,2,0.85,Classified as 'Other'. Severity 'Low' based on keywords.,False
L5Z6X7C8,2025-11-24 07:30:50,Ladakh,Leh,Skampari,Traffic,High,Traffic signal broken,None,Resolved,,Traffic,High,8,0.92,Classified as 'Traffic'. Severity 'High' based on keywords.,False
V9B0N1M2,2026-01-08 21:55:15,Andhra Pradesh,Tirupati,Renigunta Road,Safety,Medium,CCTV not working,None,Open,,Safety,Critical,10,0.9,Classified as 'Safety'. Severity 'Medium' based on keywords. [⚠ AI BURST: 5 reports in Tirupati] [⚠ AI BURST: 5 reports in Tirupati],True
Q3W4E5R6,2025-12-22 12:20:40,Arunachal Pradesh,Pasighat,GTC,Internet,Low,Slow internet speed,None,In Progress,,Internet,Critical,10,0.83,Classified as 'Internet'. Severity 'Low' based on keywords. [⚠ AI BURST: 4 reports in Pasighat] [⚠ AI BURST: 4 reports in Pasighat],True
T7Y8U9I0,2026-02-05 02:45:05,Assam,Guwahati,Dispur,Electricity,High,Voltage fluctuation,None,Rejected,,Electricity,High,8,0.93,Classified as 'Electricity'. Severity 'High' based on keywords.,False
O1P2A3S4,2025-11-28 17:10:30,Bihar,Gaya,AP Colony,Road,Medium,Road caved in due to rain,None,Resolved,,Road,Medium,5,0.88,Classified as 'Road'. Severity 'Medium' based on keywords.,False
D5F6G7H8,2026-01-11 07:35:55,Chhattisgarh,Raipur,Samta Colony,Sanitation,Critical,Overflowing dustbins,None,Open,,Sanitation,Critical,10,0.95,Classified as 'Sanitation'. Severity 'Critical' based on keywords. [⚠ AI BURST: 11 reports in Raipur] [⚠ AI BURST: 11 reports in Raipur],True
J9K0L1Z2,2025-12-25 20:00:20,Goa,Vasco da Gama,New Vaddem,Water,Low,Pipeline burst flooding street,None,In Progress,,Water,Critical,10,0.88,Classified as 'Water'. Severity 'Low' based on keywords. [⚠ AI BURST: 9 reports in Vasco da Gama] [⚠ AI BURST: 9 reports in Vasco da Gama],True
X3C4V5B6,2026-02-09 10:25:45,Gujarat,Surat,Adajan,Other,Medium,Illegal construction,None,Rejected,,Other,Medium,5,0.86,Classified as 'Other'. Severity 'Medium' based on keywords.,False
N7M8Q9W2,2025-11-21 00:50:10,Haryana,Faridabad,Sector 21,Traffic,Low,Need speed breaker,None,Resolved,,Traffic,Low,2,0.87,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
E4R5T6Y7,2026-01-04 15:15:35,Himachal Pradesh,Dharamshala,Sidhbari,Safety,High,Dark alley unsafe at night,None,Open,,Safety,Critical,10,0.91,Classified as 'Safety'. Severity 'High' based on keywords. [⚠ AI BURST: 6 reports in Dharamshala] [⚠ AI BURST: 6 reports in Dharamshala],True
U8I9O0P1,2025-12-18 03:40:00,Jammu and Kashmir,Srinagar,Sonwar,Internet,Critical,Connectivity lost,None,In Progress,,Internet,Critical,10,0.94,Classified as 'Internet'. Severity 'Critical' based on keywords. [⚠ AI BURST: 9 reports in Srinagar] [⚠ AI BURST: 9 reports in Srinagar],True
A1S2D3F4,2026-02-01 17:05:25,Jharkhand,Dhanbad,Saraidhela,Electricity,Low,Live wire hanging low,None,Rejected,,Electricity,Low,2,0.89,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
G5H6J7K8,2025-11-24 07:30:50,Karnataka,Mysuru,Vani Vilas Mohalla,Road,Medium,Street light pole damaged,None,Resolved,,Road,Medium,5,0.9,Classified as 'Road'. Severity 'Medium' based on keywords.,False
L9Z8X7C6,2026-01-08 21:55:15,Kerala,Kochi,Palarivattom,Sanitation,High,Dead animal on road,None,Open,,Sanitation,Critical,10,0.93,Classified as 'Sanitation'. Severity 'High' based on keywords. [⚠ AI BURST: 8 reports in Kochi] [⚠ AI BURST: 8 reports in Kochi],True
V5B4N3M2,2025-12-22 12:20:40,Madhya Pradesh,Gwalior,Morar,Water,Medium,Low pressure in taps,None,In Progress,,Water,Critical,10,0.87,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 4 reports in Gwalior] [⚠ AI BURST: 4 reports in Gwalior],True
Q1W2E3R4,2026-02-05 02:45:05,Maharashtra,Pune,Deccan Gymkhana,Other,Low,Public park maintenance needed,None,Rejected,,Other,Low,2,0.84,Classified as 'Other'. Severity 'Low' based on keywords.,False
T5Y6U7I8,2025-11-28 17:10:30,Manipur,Imphal,Mantripukhri,Traffic,High,Accident prone junction,None,Resolved,,Traffic,High,8,0.92,Classified as 'Traffic'. Severity 'High' based on keywords.,False
O9P0A1S2,2026-01-11 07:35:55,Meghalaya,Tura,Dakopgre,Safety,Medium,Stray dogs attacking,None,Open,,Safety,Critical,10,0.89,Classified as 'Safety'. Severity 'Medium' based on keywords. [⚠ AI BURST: 7 reports in Tura] [⚠ AI BURST: 7 reports in Tura],True
D3F4G5H6,2025-12-25 20:00:20,Mizoram,Aizawl,Kulikawn,Internet,Low,Public Wi-Fi down,None,In Progress,,Internet,Critical,10,0.85,Classified as 'Internet'. Severity 'Low' based on keywords. [⚠ AI BURST: 12 reports in Aizawl] [⚠ AI BURST: 12 reports in Aizawl],True
J7K8L9Z0,2026-02-09 10:25:45,Nagaland,Dimapur,Half Nagarjan,Electricity,Medium,Transformer sparking,None,Rejected,,Electricity,Medium,5,0.91,Classified as 'Electricity'. Severity 'Medium' based on keywords.,False
X1C2V3B4,2025-11-21 00:50:10,Odisha,Bhubaneswar,Chandrasekharpur,Road,Critical,Manhole cover missing,None,Resolved,,Road,Critical,10,0.96,Classified as 'Road'. Severity 'Critical' based on keywords.,False
N5M6Q7W8,2026-01-04 15:15:35,Punjab,Jalandhar,Civil Lines,Sanitation,Low,Foul smell in area,None,Open,,Sanitation,Critical,10,0.9,Classified as 'Sanitation'. Severity 'Low' based on keywords. [⚠ AI BURST: 5 reports in Jalandhar] [⚠ AI BURST: 5 reports in Jalandhar],True
E9R0T1Y2,2025-12-18 03:40:00,Rajasthan,Udaipur,Sukhadia Circle,Water,High,No water for 2 days,None,In Progress,,Water,Critical,10,0.94,Classified as 'Water'. Severity 'High' based on keywords. [⚠ AI BURST: 5 reports in Udaipur] [⚠ AI BURST: 5 reports in Udaipur],True
U3I4O5P6,2026-02-01 17:05:25,Sikkim,Gangtok,Baluwakhani,Other,Medium,Graffiti on walls,None,Rejected,,Other,Medium,5,0.86,Classified as 'Other'. Severity 'Medium' based on keywords.,False
A7S8D9F0,2025-11-24 07:30:50,Tamil Nadu,Salem,Shevapet,Traffic,Low,Illegal parking blocking way,None,Resolved,,Traffic,Low,2,0.88,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
G1H2J3K4,2026-01-08 21:55:15,Telangana,Nizamabad,Vinayak Nagar,Safety,Critical,Chain snatching incident,None,Open,,Safety,Critical,10,0.95,Classified as 'Safety'. Severity 'Critical' based on keywords.,False
L5Z6X7C8,2025-12-22 12:20:40,Tripura,Udaipur,Khilpara,Internet,Medium,Fiber cable cut,None,In Progress,,Internet,Critical,10,0.9,Classified as 'Internet'. Severity 'Medium' based on keywords. [⚠ AI BURST: 6 reports in Udaipur] [⚠ AI BURST: 6 reports in Udaipur],True
V9B0N1M2,2026-02-05 02:45:05,Uttar Pradesh,Lucknow,Aliganj,Electricity,High,Street lights not working,None,Rejected,,Electricity,High,8,0.92,Classified as 'Electricity'. Severity 'High' based on keywords.,False
Q3W4E5R6,2025-11-28 17:10:30,Uttarakhand,Dehradun,Jakhan,Road,Low,Road surface uneven,None,Resolved,,Road,Low,2,0.87,Classified as 'Road'. Severity 'Low' based on keywords.,False
T7Y8U9I0,2026-01-11 07:35:55,West Bengal,Siliguri,Pradhan Nagar,Sanitation,Medium,Garbage not collected,None,Open,,Sanitation,Critical,10,0.91,Classified as 'Sanitation'. Severity 'Medium' based on keywords. [⚠ AI BURST: 4 reports in Siliguri] [⚠ AI BURST: 4 reports in Siliguri],True
O1P2A3S4,2025-12-25 20:00:20,Delhi,South Delhi,Green Park,Water,Critical,Leakage in main pipe,None,In Progress,,Water,Critical,10,0.97,Classified as 'Water'. Severity 'Critical' based on keywords. [⚠ AI BURST: 5 reports in South Delhi] [⚠ AI BURST: 5 reports in South Delhi],True
D5F6G7H8,2026-02-09 10:25:45,Puducherry,Puducherry,Heritage Town,Other,Low,Noise pollution,None,Rejected,,Other,Low,2,0.83,Classified as 'Other'. Severity 'Low' based on keywords.,False
J9K0L1Z2,2025-11-21 00:50:10,Ladakh,Leh,Ibex Colony,Traffic,Medium,Traffic signal broken,None,Resolved,,Traffic,Medium,5,0.89,Classified as 'Traffic'. Severity 'Medium' based on keywords.,False
X3C4V5B6,2026-01-04 15:15:35,Andhra Pradesh,Nellore,Vedayapalem,Safety,High,Suspicious activity reported,None,Open,,Safety,Critical,10,0.92,Classified as 'Safety'. Severity 'High' based on keywords. [⚠ AI BURST: 4 reports in Nellore] [⚠ AI BURST: 4 reports in Nellore],True
N7M8Q9W2,2025-12-18 03:40:00,Arunachal Pradesh,Tawang,Lhou,Internet,Low,Slow internet speed,None,In Progress,,Internet,Critical,10,0.82,Classified as 'Internet'. Severity 'Low' based on keywords. [⚠ AI BURST: 4 reports in Tawang] [⚠ AI BURST: 4 reports in Tawang],True
E4R5T6Y7,2026-02-01 17:05:25,Assam,Silchar,Tarapur,Electricity,Medium,Frequent power cuts,None,Rejected,,Electricity,Medium,5,0.89,Classified as 'Electricity'. Severity 'Medium' based on keywords.,False
U8I9O0P1,2025-11-24 07:30:50,Bihar,Gaya,Chand Chaura,Road,High,Huge pothole on main street,None,Resolved,,Road,High,8,0.93,Classified as 'Road'. Severity 'High' based on keywords.,False
